CHEMICAL_REPORT_ID,CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE NAME,SITE ADDRESS LINE1,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE STATE,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,WORKERS,MAX CONC CODE,MAXIMUM CONCENTRATION,RECYCLED,PHYSICAL FORM(S),C / C PROD CAT CODE,CONSUMER / COMMERCIAL PRODUCT CATEGORY,CONS / COMM PROD CAT OTHER DESC,C / C FC CODE,CONS / COMM FUNCTION CATEGORY,CONS / COMM FUNCT CAT OTHER DESC,JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC,CONS OR COMM USE,USED IN PROD FOR CHILDREN,C / C PV PCT,C / C MAX CONC CODE,C / C MAXIMUM CONCENTRATION,COMM WORKERS CODE,COMMERCIAL WORKERS,Name
734187,"1,3-Butadiene",106-99-0,106990,CASRN,"MITSUI & CO. (U. S. A.), INC.",1300 Post Oak Boulevard,,Houston,Harris,TX,77056,00-168-9520,MITSUI & CO LTD,1-3 Marunouchi 1-Chome,Chiyoda-ku,Tokyo,,100-8631,JA,69-054-6403,"MITSUI & CO. (U. S. A.), INC",1300 POST OAK BOULEVARD,SUITE 1700,HOUSTON,,TX,77056,29.75253,-95.46009,00-168-9520,TSCA8507,110056967402,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"5,781,597","5,781,597","20,500,254","32,389,862","25,615,854","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",Yes,,"2,204,620",B4,100 percent by weight,NKRA,Not Known or Reasonably Ascertainable,M5,90% +,No,Gas or Vapor,CC303,"Packaging (excluding food packaging), including rubber articles; plastic articles (hard); plastic articles (soft)",,F038,Monomers,,,,,Commercial,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"1,3-Butadiene"
735658,"1,3-Butadiene",106-99-0,106990,CASRN,"KOLMAR AMERICAS, INC.",10 MIDDLE STREET,Penthouse,BRIDGEPORT,Fairfield,CT,6604,00-772-7829,,,,,,,,,KOLMAR AMERICAS,10 MIDDLE STREET - PENTHOUSE,,BRIDGEPORT,FAIRFIELD,CT,6604,41.17852,-73.188422,00-772-7829,100606741,110054620102,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",Yes,,0,B1,0 percent by weight,W4,50 - 99,M5,90% +,No,Liquid,CC980,Other (specify),Sold to re-sellers for petroleum fuel and petrochemical industry,F999,Other,Sold to re-sellers for petroleum fuel and petrochemical industry,,,,Commercial,No,100,M5,90% +,NKRA,Not Known or Reasonably Ascertainable,"1,3-Butadiene"
737921,"1,3-Butadiene",106-99-0,106990,CASRN,The Dow Chemical Co,2211 H.H. Dow Way,,Midland,Midland,MI,48674,08-036-1339,,,,,,,,,THE DOW CHEMICAL CO,2211 H.H. DOW WAY,,MIDLAND,MIDLAND COUNTY,MI,48674,43.614962,-84.198739,08-036-1339,TSCA10057799,110070870020,325199 All Other Basic Organic Chemical Manufacturing,Import,325211 Plastics Material And Resin Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",Yes,0,0,,,W1,< 10,M1,< 1%,No,Liquid,,,,,,,,,,,,,,,,,"1,3-Butadiene"
739000,"1,3-Butadiene",106-99-0,106990,CASRN,INEOS US I INC,2600 S SHORE BLVD,STE 250,LEAGUE CITY,GALVESTON,TX,77573,08-618-1730,INEOS LTD,"First Names House, Victoria Road",,Douglas,,IM24DF,UK,22-265-2615,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES SOUTH OF INTERSECTION FM2004 & FM2917,,ALVIN,BRAZORIA,TX,775111488,29.42383,-95.2451,83-017-0192,100606499,110000606930,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,0,0,B1,0 percent by weight,W5,100 - 499,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,3-Butadiene"
701047,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,SHINTECH LOUISIANA LLC,P.O. BOX 358,,ADDIS,Iberville Parish,LA,70710,06-509-5390,SHIN-ETSU CHEMICAL CO LTD,"2-6-1, OTEMACHI, ASAHI SEIMEI OTEMACHI BLDG.",,CHIYODA-KU,,100-0004,JA,69-057-0064,SHINTECH PLAQUEMINE PLANT,"26270 HIGHWAY 405, RIVER ROAD SOUTH",,PLAQUEMINE,IBERVILLE,LA,70764,30.27343,-91.17443,06-509-5390,100607931,110000572680,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,Manufacture,"6,131,870,601",0,"6,131,870,601","5,862,327,509","6,435,130,673","5,598,109,965","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,"6,131,870,601",0,B1,0 percent by weight,W5,100 - 499,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
708482,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,"Formosa Plastics Corporation, U.S.A.",9 PEACH TREE HILL ROAD,,Livingston,New Jersey,NJ,7039,03-994-4004,,,,,,,,,FORMOSA PLASTICS CORP LOUISIANA,GULF STATES ROAD,,BATON ROUGE,EAST BATON ROUGE,LA,70805,30.501337,-91.19234,14-450-1079,TSCA4161,110000597444,325211 Plastics Material And Resin Manufacturing,Both,,,,,Manufacture,"927,456,774",0,"927,456,774","1,105,757,740","1,081,667,936","1,099,085,884","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,"927,456,774",0,B1,0 percent by weight,W4,50 - 99,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
708628,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,FORMOSA PLASTICS CORPORATION,9 PEACH TREE HILL ROAD,,LIVINGSTON,Essex,NJ,7039,03-994-4004,,,,,,,,,FORMOSA PLASTICS CORP TEXAS,201 FORMOSA DRIVE,,POINT COMFORT,CALHOUN,TX,77978,28.6753,-96.5495,10-623-8165,TSCA4159,110018925957,325211 Plastics Material And Resin Manufacturing,Both,,,,,Manufacture,"3,589,162,392",0,"3,589,162,392","3,769,486,636","3,394,193,148","3,803,975,400","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,"2,363,901,392",0,B1,0 percent by weight,W5,100 - 499,M5,90% +,No,Liquid,CC303,"Packaging (excluding food packaging), including rubber articles; plastic articles (hard); plastic articles (soft)",,F037,Intermediate,,,,,Commercial,No,100,M5,90% +,NKRA,Not Known or Reasonably Ascertainable,"1,2-Dichloroethane"
713655,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Occidental Petroleum Corporation,5 Greenway Plaza,Ste 110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,OCCIDENTAL CHEMICAL CORP,7377 HIGHWAY 3214,,CONVENT,SAINT JAMES,LA,70723,30.05568,-90.8311,09-816-8206,TSCA7372,110000597328,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,,,W5,100 - 499,M5,90% +,CBI,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
718073,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,NewMarket Corporation,330 S 4TH STREET,,RICHMOND,City of Richmond,VA,23219,15-222-7067,,,,,,,,,ETHYL CORP,330 S FOURTH ST,,RICHMOND,RICHMOND COUNTY,VA,23219-4304,37.53774,-77.4443,00-313-2222,200001774,110005218780,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Import,,,,,,0,0,0,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,,,,,,,,,,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
719614,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,WESTLAKE CHEMICAL CORPORATION,"2801 POST OAK BOULEVARD, SUITE 600",,HOUSTON,HARRIS COUNTY,TX,77056,78-319-8485,,,,,,,,,"WESTLAKE VINYLS COMPANY, LP",36045 HIGHWAY 30,,GEISMAR,ASCENSION PARISH,LA,70734,30.21761,-91.00451,12-622-9306,100608624,110000746330,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
723254,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Olin Corporation,190 Carondelet Plaza,Suite 1530,Clayton,Saint Louis,MO,63105,00-133-8086,,,,,,,,,BLUE CUBE OPERATIONS LLC - PLAQUEMINE SITE,21255 HIGHWAY 1 S,P.O. BOX 424,PLAQUEMINE,IBERVILLE,LA,707650150,30.313897,-91.240605,07-998-6313,TSCA109718,110001244720,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,0,0,,,W5,100 - 499,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
724926,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Olin Corporation,190 Carondelet Plaza,Suite 1530,Clayton,Saint Louis,MO,63105,00-133-8086,,,,,,,,,"OLIN BLUE CUBE, FREEPORT, TX",2301 N. BRAZOSPORT BLVD.,OC-1120,FREEPORT,BRAZORIA,TX,77541,28.969389,-95.379528,07-998-6313,TSCA123943,110066943610,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,"2,344,217,837",0,,,W6,500 - 999,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
728699,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Westlake Chemical Corporation,2801 Post Oak Boulevard,,Houston,Harris,TX,77056,78-391-8485,,,,,,,,,59015 - WESTLAKE VINYLS INC,2468 INDUSTRIAL PARKWAY,,CALVERT CITY,,KY,42029,37.046288,-88.325437,80-139-5323,TSCA10056960,110070345624,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"2,354,112,000",0,"2,354,112,000","2,299,003,000","2,057,112,000","1,920,712,000","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,"2,354,112,000",0,B1,0 percent by weight,W4,50 - 99,M5,90% +,Yes,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
733540,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Occidental Petroleum Corp,5 Greenway Plz,Ste 110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,OCCIDENTAL CHEMICAL CORP GEISMAR PLANT,8318 ASHLAND ROAD,,GEISMAR,ASCENSION,LA,70734-3513,30.1875,-90.98833,09-268-1824,TSCA7961,110000449774,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,,,W5,100 - 499,M5,90% +,CBI,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
733605,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Occidental Petroleum Corporation,5 Greenway Plaza,Ste 110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,GEON OXY VINYL LAPORTE PLANT,2400 MILLER CUTOFF ROAD,,LAPORTE,HARRIS,TX,77571-9759,29.72637,-95.07285,95-658-6663,TSCA4609,110017769730,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,,,W5,100 - 499,M5,90% +,CBI,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
734226,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,"Buckman Laboratories, Inc",1256 N. McLean Blvd,,Memphis,Shelby,TN,38108,18-895-3434,,,,,,,,,BUCKMAN LABORATORIES INCORPORATED,14664 E STATE HIGHWAY 47,,CADET,WASHINGTON COUNTY,MO,63630,37.983444,-90.690833,18-895-3434,TSCA4466,110017980440,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Manufacture,,,,,Manufacture,"53,035",0,"53,035","56,278","50,607","38,159","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,"53,035",0,B3,At least 50 percent but less than 100 percent,W2,10 - 24,M5,90% +,Yes,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
736669,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Occidental Petroleum Corp,5 Greenway Plz,Ste 110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,OXY VINYLS LP,5900 HIGHWAY 225,,DEER PARK,HARRIS COUNTY,TX,77536,29.710967,-95.119144,80-338-8695,TSCA4607,110070827820,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,,,W5,100 - 499,M5,90% +,CBI,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
737388,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,LANXESS CORPORATION---CHARLESTON,2151 KING STREET EXT,,NORTH CHARLESTON,CHARLESTON COUNTY,SC,29405,32.834707,-79.958325,08-133-4706,TSCA10050914,110070200787,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"25,357,858",0,"25,357,858","9,079,631","8,095,431","8,871,266","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
738965,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,WESTLAKE CHEMICAL CORPORATION,"2801 POST OAK BOULEVARD, SUITE 600",,HOUSTON,HARRIS COUNTY,TX,77056,78-391-8485,,,,,,,,,"AXIALL, LLC",1600 VCM PLANT RD,,WESTLAKE,CALCASIEU PARISH,LA,70669,30.246769,-93.28767,01-437-9122,100606078,110002054482,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
739011,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,WESTLAKE CHEMICAL CORPORATION,"2801 POST OAK BOULEVARD, SUITE 600",,HOUSTON,HARRIS COUNTY,TX,77056,78-391-8485,,,,,,,,,EAGLE US 2 LLC,1300 PPG DRIVE,,WESTLAKE,CALCASIEU PARISH,LA,70669,30.23033,-93.28575,08-117-6172,TSCA261,110000494890,221112 Fossil Fuel Electric Power Generation,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
739047,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,Occidental Petroleum Corp,5 Greenway Plz,Ste110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,OXYCHEM INGLESIDE PLANT,4133 HWY 361,,GREGORY,SAN PATRICIO,TX,78359,27.883611,-97.241383,80-191-2965,TSCA5440,110000599807,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,,,W6,500 - 999,M5,90% +,CBI,Gas or Vapor,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
739809,"Ethane, 1,2-dichloro-",107-06-2,107062,CASRN,WESTLAKE CHEMICAL CORPORATION,"2801 POST OAK BOULEVARD, SUITE 600",,HOUSTON,HARRIS COUNTY,TX,77056,78-391-8485,,,,,,,,,"AXIALL, LLC",26100 HIGHWAY 405,,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.27312,-91.18175,10-719-4730,100606077,110000613747,325110 Petrochemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloroethane"
707017,"Phosphoric acid, triphenyl ester",115-86-6,115866,CASRN,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,,PITTSBURGH,ALLEGHENY COUNTY,PA,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,0,"633,928","633,928","949,491","1,147,811","725,450","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,"Pellets or Large Crystals, Liquid",CC217,"Construction and building materials covering large surface areas, including wood articles",,F029,Flame retardant,,,,,Both,No,100,M2,1% - < 30%,W3,25 - 49,"Phosphoric acid, triphenyl ester (TPP)"
708302,"Phosphoric acid, triphenyl ester",115-86-6,115866,CASRN,ICL SPECIALTY PRODUCTS NORTH AMERICA INC.,622 EMERSON ROAD,SUITE 500,ST. LOUIS,ST. LOUIS,MO,63141,11-711-2525,,,,,,,,,ICL-IP AMERICA INC.,11636 HUNTINGTON ROAD,,GALLIPOLIS FERRY,MASON COUNTY,WV,25515,38.773291,-82.201446,07-870-2977,TSCA82687,110059188338,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",,0,"1,204,302",,,W5,100 - 499,M3,30% - < 60%,No,Liquid,CC102,Furniture & furnishings including plastic articles (soft); leather articles,,F029,Flame retardant,,,,,Commercial,No,7,NKRA,Not Known or Reasonably Ascertainable,W5,100 - 499,"Phosphoric acid, triphenyl ester (TPP)"
708302,"Phosphoric acid, triphenyl ester",115-86-6,115866,CASRN,ICL SPECIALTY PRODUCTS NORTH AMERICA INC.,622 EMERSON ROAD,SUITE 500,ST. LOUIS,ST. LOUIS,MO,63141,11-711-2525,,,,,,,,,ICL-IP AMERICA INC.,11636 HUNTINGTON ROAD,,GALLIPOLIS FERRY,MASON COUNTY,WV,25515,38.773291,-82.201446,07-870-2977,TSCA82687,110059188338,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",,0,"1,204,302",,,W5,100 - 499,M3,30% - < 60%,No,Liquid,CC406,Liquid lubricants and greases,,F033,Hydraulic fluids,,,,,Commercial,No,57,M2,1% - < 30%,W8,"10,000+","Phosphoric acid, triphenyl ester (TPP)"
708302,"Phosphoric acid, triphenyl ester",115-86-6,115866,CASRN,ICL SPECIALTY PRODUCTS NORTH AMERICA INC.,622 EMERSON ROAD,SUITE 500,ST. LOUIS,ST. LOUIS,MO,63141,11-711-2525,,,,,,,,,ICL-IP AMERICA INC.,11636 HUNTINGTON ROAD,,GALLIPOLIS FERRY,MASON COUNTY,WV,25515,38.773291,-82.201446,07-870-2977,TSCA82687,110059188338,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",,0,"1,204,302",,,W5,100 - 499,M3,30% - < 60%,No,Liquid,CC406,Liquid lubricants and greases,,F041,Lubricating agent,,,,,Commercial,No,7,NKRA,Not Known or Reasonably Ascertainable,W8,"10,000+","Phosphoric acid, triphenyl ester (TPP)"
708302,"Phosphoric acid, triphenyl ester",115-86-6,115866,CASRN,ICL SPECIALTY PRODUCTS NORTH AMERICA INC.,622 EMERSON ROAD,SUITE 500,ST. LOUIS,ST. LOUIS,MO,63141,11-711-2525,,,,,,,,,ICL-IP AMERICA INC.,11636 HUNTINGTON ROAD,,GALLIPOLIS FERRY,MASON COUNTY,WV,25515,38.773291,-82.201446,07-870-2977,TSCA82687,110059188338,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",,0,"1,204,302",,,W5,100 - 499,M3,30% - < 60%,No,Liquid,CC303,"Packaging (excluding food packaging), including rubber articles; plastic articles (hard); plastic articles (soft)",,F029,Flame retardant,,,,,Commercial,No,11,NKRA,Not Known or Reasonably Ascertainable,W7,1000 - 9999,"Phosphoric acid, triphenyl ester (TPP)"
708302,"Phosphoric acid, triphenyl ester",115-86-6,115866,CASRN,ICL SPECIALTY PRODUCTS NORTH AMERICA INC.,622 EMERSON ROAD,SUITE 500,ST. LOUIS,ST. LOUIS,MO,63141,11-711-2525,,,,,,,,,ICL-IP AMERICA INC.,11636 HUNTINGTON ROAD,,GALLIPOLIS FERRY,MASON COUNTY,WV,25515,38.773291,-82.201446,07-870-2977,TSCA82687,110059188338,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",,0,"1,204,302",,,W5,100 - 499,M3,30% - < 60%,No,Liquid,CC980,Other (specify),"Packaging, RV seat and Bedding",F029,Flame retardant,,,,,Both,No,14,M1,< 1%,W2,10 - 24,"Phosphoric acid, triphenyl ester (TPP)"
